,SOCs.soc,TemperaturesCells.cell_21,TemperaturesCells.cell_20,TemperaturesCells.cell_23,TemperaturesCells.cell_22,TemperaturesCells.cell_25,TemperaturesCells.cell_24,TemperaturesCells.cell_27,TemperaturesCells.cell_26,TemperaturesCells.cell_29,TemperaturesCells.cell_28,TemperaturesCells.cell_89,TemperaturesCells.cell_88,TemperaturesCells.cell_87,TemperaturesCells.cell_86,TemperaturesCells.cell_85,TemperaturesCells.cell_84,TemperaturesCells.cell_83,TemperaturesCells.cell_82,TemperaturesCells.cell_81,TemperaturesCells.cell_80,TemperaturesCells.cell_32,TemperaturesCells.cell_33,TemperaturesCells.cell_30,TemperaturesCells.cell_31,TemperaturesCells.cell_36,TemperaturesCells.cell_37,TemperaturesCells.cell_34,TemperaturesCells.cell_35,TemperaturesCells.cell_38,TemperaturesCells.cell_39,TemperaturesCells.cell_90,TemperaturesCells.cell_91,TemperaturesCells.cell_92,TemperaturesCells.cell_93,TemperaturesCells.cell_94,TemperaturesCells.cell_95,TemperaturesCells.cell_96,TemperaturesCells.cell_97,TemperaturesCells.cell_98,TemperaturesCells.cell_99,TemperaturesCells.cell_100,TemperaturesCells.cell_18,TemperaturesCells.cell_19,TemperaturesCells.cell_10,TemperaturesCells.cell_11,TemperaturesCells.cell_12,TemperaturesCells.cell_13,TemperaturesCells.cell_14,TemperaturesCells.cell_15,TemperaturesCells.cell_16,TemperaturesCells.cell_17,TemperaturesCells.cell_69,TemperaturesCells.cell_68,TemperaturesCells.cell_65,TemperaturesCells.cell_64,TemperaturesCells.cell_67,TemperaturesCells.cell_66,TemperaturesCells.cell_61,TemperaturesCells.cell_60,TemperaturesCells.cell_63,TemperaturesCells.cell_62,TemperaturesCells.cell_2,TemperaturesCells.cell_3,TemperaturesCells.cell_1,TemperaturesCells.cell_6,TemperaturesCells.cell_7,TemperaturesCells.cell_4,TemperaturesCells.cell_5,TemperaturesCells.cell_8,TemperaturesCells.cell_9,TemperaturesCells.cell_78,TemperaturesCells.cell_79,TemperaturesCells.cell_76,TemperaturesCells.cell_77,TemperaturesCells.cell_74,TemperaturesCells.cell_75,TemperaturesCells.cell_72,TemperaturesCells.cell_73,TemperaturesCells.cell_70,TemperaturesCells.cell_71,TemperaturesCells.cell_43,TemperaturesCells.cell_42,TemperaturesCells.cell_41,TemperaturesCells.cell_40,TemperaturesCells.cell_47,TemperaturesCells.cell_46,TemperaturesCells.cell_45,TemperaturesCells.cell_44,TemperaturesCells.cell_49,TemperaturesCells.cell_48,TemperaturesCells.cell_54,TemperaturesCells.cell_55,TemperaturesCells.cell_56,TemperaturesCells.cell_57,TemperaturesCells.cell_50,TemperaturesCells.cell_51,TemperaturesCells.cell_52,TemperaturesCells.cell_53,TemperaturesCells.cell_58,TemperaturesCells.cell_59,Voltages.voltage_max,Voltages.voltage_bat,Voltages.voltage_oc,Voltages.voltage_min,Currents.current_max,Currents.current_min,Currents.current_bat,Temperatures.temp_min,Temperatures.temp_mean,Temperatures.temp_outlet,Temperatures.temp_max,Powers.power_loss,Powers.power_bat,Efficiencies.efficiency,TemperaturesCells.cells_0,TemperaturesCells.cells_1,TemperaturesCells.cells_2,TemperaturesCells.cells_3,TemperaturesCells.cells_4,TemperaturesCells.cells_5,TemperaturesCells.cells_6,TemperaturesCells.cells_7,TemperaturesCells.cells_8,TemperaturesCells.cells_9
72.0,98.0,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.5,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.7,72.6,72.6,72.7,72.6,72.7,72.6,72.7,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.4,72.5,72.6,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.5,72.7,72.7,72.7,72.7,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-51.0,63.2,64.3,46.7,63.6,42000.0,-55.59,50.9345794393,72.59,72.57,72.55,72.54,72.54,72.54,72.55,72.55,72.55,72.55
73.0,98.0,72.5,72.5,72.4,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.5,72.5,72.5,72.5,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.5,72.7,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.4,72.5,72.6,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.5,72.7,72.7,72.6,72.7,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-44.8,63.2,64.3,46.7,63.6,42000.0,-48.832,50.9345794393,72.58,72.56,72.54,72.54,72.54,72.54,72.54,72.54,72.54,72.54
74.0,98.0,72.5,72.5,72.4,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.5,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.7,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.4,72.5,72.6,72.5,72.5,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.5,72.7,72.7,72.6,72.7,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-43.0,63.2,64.3,46.6,63.6,42000.0,-46.87,50.9345794393,72.57,72.55,72.54,72.54,72.54,72.54,72.54,72.54,72.54,72.53
75.0,98.0,72.5,72.5,72.4,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.6,72.5,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.7,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.4,72.4,72.6,72.5,72.5,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,,63.2,64.3,46.5,63.6,42000.0,,50.9345794393,72.56,72.54,72.53,72.52,72.52,72.52,72.52,72.51,72.51,72.5
76.0,98.0,72.5,72.5,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.5,72.4,72.5,72.5,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.7,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.4,72.4,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,,63.2,64.3,46.5,63.6,42000.0,,50.9345794393,72.55,72.53,72.52,72.51,72.51,72.51,72.51,72.51,72.5,72.49
77.0,98.0,72.5,72.5,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.4,72.4,72.5,72.4,72.4,72.5,72.4,72.4,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.7,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.4,72.4,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.85,63.1,64.2,46.4,63.6,42000.0,-2.0165,50.9345794393,72.55,72.53,72.51,72.5,72.5,72.5,72.5,72.5,72.49,72.48
78.0,98.0,72.4,72.5,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.4,72.4,72.5,72.4,72.4,72.5,72.4,72.4,72.5,72.4,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.6,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.4,63.1,64.2,46.4,63.6,42000.0,-1.526,50.9345794393,72.53,72.52,72.5,72.49,72.48,72.48,72.48,72.48,72.47,72.47
79.0,98.0,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.4,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.7,72.6,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.44,63.1,64.2,46.3,63.6,42000.0,-1.5696,50.9345794393,72.52,72.51,72.49,72.48,72.47,72.47,72.47,72.47,72.47,72.47
80.0,98.0,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.48,63.1,64.2,46.2,63.6,42000.0,-1.6132,50.9345794393,72.52,72.51,72.49,72.48,72.47,72.46,72.46,72.46,72.46,72.46
81.0,98.0,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.5,72.4,72.5,72.5,72.6,72.5,72.6,72.5,72.6,72.5,72.6,72.6,72.5,72.5,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.7,72.7,72.6,72.6,72.6,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,,63.1,64.2,46.2,63.6,31500.0,,50.7042253521,72.51,72.49,72.47,72.46,72.45,72.45,72.45,72.45,72.45,72.45
82.0,98.0,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.5,72.5,72.5,72.4,72.4,72.3,72.4,72.5,72.5,72.5,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.7,72.6,72.6,72.6,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-22.45,63.1,64.2,46.1,63.6,42000.0,-24.4705,50.9345794393,72.51,72.49,72.47,72.46,72.45,72.45,72.45,72.45,72.45,72.45
83.0,98.0,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.3,72.4,72.5,72.5,72.5,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.4,72.7,72.6,72.6,72.6,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,39.5,63.0,64.2,46.1,63.6,42000.0,43.055,50.9345794393,72.51,72.49,72.47,72.46,72.45,72.45,72.45,72.45,72.45,72.45
84.0,98.0,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.4,72.4,72.4,72.4,72.3,72.3,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.5,72.6,72.5,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.3,72.4,72.5,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.4,72.6,72.6,72.6,72.6,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.86,63.0,64.2,46.0,63.6,42000.0,-2.0274,50.9345794393,72.5,72.48,72.46,72.45,72.45,72.45,72.44,72.44,72.44,72.43
85.0,98.0,72.4,72.4,72.3,72.4,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.4,72.4,72.4,72.4,72.3,72.3,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.4,72.6,72.4,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.3,72.4,72.5,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.4,72.6,72.6,72.6,72.6,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.4,63.0,64.2,46.0,63.6,42000.0,-1.526,50.9345794393,72.47,72.45,72.43,72.43,72.43,72.43,72.43,72.42,72.42,72.41
86.0,98.0,72.4,72.4,72.3,72.4,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.4,72.4,72.4,72.4,72.3,72.3,72.4,72.4,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.6,72.4,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.3,72.3,72.3,72.5,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.435,63.0,64.2,45.9,63.6,42000.0,-1.56415,50.9345794393,72.46,72.44,72.43,72.43,72.43,72.43,72.43,72.42,72.41,72.4
87.0,98.0,72.4,72.4,72.3,72.4,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.4,72.3,72.4,72.4,72.3,72.3,72.4,72.4,72.5,72.5,72.5,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.6,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.6,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.3,72.3,72.5,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.6,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-1.48,63.0,64.2,45.9,63.6,42000.0,-1.6132,50.9345794393,72.44,72.42,72.41,72.41,72.41,72.41,72.41,72.41,72.4,72.4
88.0,98.0,72.4,72.4,72.3,72.3,72.3,72.3,72.4,72.3,72.4,72.4,72.5,72.5,72.5,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.4,72.3,72.3,72.4,72.3,72.3,72.4,72.3,72.5,72.5,72.5,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.6,72.4,72.4,72.4,72.4,72.4,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.6,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.6,72.6,72.6,72.5,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-21.5,63.0,64.2,45.8,63.6,42000.0,-23.435,50.9345794393,72.44,72.42,72.41,72.4,72.4,72.4,72.4,72.4,72.39,72.39
89.0,98.0,72.4,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.3,72.3,72.4,72.3,72.3,72.3,72.3,72.3,72.4,72.3,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.6,72.4,72.4,72.4,72.4,72.4,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.6,72.5,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,,62.9,64.1,45.8,63.6,42000.0,,50.9345794393,72.42,72.41,72.4,72.39,72.39,72.39,72.39,72.39,72.39,72.39
90.0,98.0,72.3,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.6,72.5,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,,62.9,64.1,45.7,63.6,31500.0,,50.7042253521,72.42,72.41,72.39,72.38,72.37,72.37,72.37,72.37,72.37,72.37
91.0,97.9,72.3,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.3,72.5,72.4,72.5,72.5,72.6,72.5,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,-34.5,62.9,64.1,45.7,63.6,31500.0,-37.26,50.7042253521,72.42,72.41,72.39,72.38,72.37,72.36,72.36,72.36,72.36,72.36
92.0,97.9,72.3,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.3,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-42.15,62.9,64.1,45.6,63.6,42000.0,-45.9435,50.9345794393,72.42,72.41,72.39,72.38,72.37,72.36,72.36,72.36,72.36,72.36
93.0,97.9,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.4,72.5,72.5,72.4,72.4,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.3,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.6,72.6,72.5,72.5,72.5,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-42.65,62.9,64.1,45.6,63.6,42000.0,-46.4885,50.9345794393,72.42,72.4,72.38,72.37,72.36,72.35,72.35,72.35,72.35,72.35
94.0,97.9,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.5,72.4,72.3,72.4,72.3,72.3,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.5,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.4,72.5,72.4,72.4,72.4,72.3,72.4,72.4,72.4,72.4,72.4,72.4,72.5,72.4,72.5,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.4,72.4,72.4,72.3,72.4,72.4,72.5,72.5,72.5,72.5,72.4,72.6,72.6,72.5,72.5,72.4,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-42.7,62.9,64.1,45.6,63.6,42000.0,-46.543,50.9345794393,72.41,72.39,72.37,72.36,72.35,72.35,72.34,72.34,72.34,72.33
